PERIHELION DATE,COMET DESIGNATION,COMET DISCOVERER,TELESCOPE,PERIHELION DISTANCE
2008-11-24.86,C/2008 W06 SOHO-1568,Z.Jin,C2,0.0050
2008-12-20.30,C/2008 Y05 SOHO-1586,Z.Jin,C2,0.0054
2013,C/2013 SOHO-2509 ,Z.Jin ,C2 C3 ,
2014,C/2014 SOHO-2759 ,Z.Jin ,C2 ,
2014,C/2014 SOHO-2786 ,Z.Jin ,C3 C2 ,
