PERIHELION DATE,COMET DESIGNATION,COMET DISCOVERER,TELESCOPE,PERIHELION DISTANCE,ORBIT UPDATES,Auto/Vis. Disc.
1998-11-04.92,C/1998 V1 SOHO-121,D. Hammer & D. Biesecker,C2  C3,0.0049,7435,A
