PERIHELION DATE,COMET DESIGNATION,COMET DISCOVERER,TELESCOPE,PERIHELION DISTANCE,ORBIT UPDATES,Auto/Vis. Disc.
1996-07-26.02,C/1996 O3 SOHO-24,B. McCarty & D. Biesecker,C3,0.0067,6727,A
1996-07-24.46,C/1996 O2 SOHO-22,B. McCarty & D. Biesecker,C3,0.0076,6727,A
1996-04-30.48,C/1996 H1 SOHO-17,B. McCarty & D. Biesecker,C2 C3,0.0052,6701,A
1996-02-19.29,C/1996 D1 SOHO-14,B. McCarty & D. Biesecker,C3,0.0069,6688,A
