PERIHELION DATE,COMET DESIGNATION,COMET DISCOVERER,TELESCOPE,PERIHELION DISTANCE
-2012,C/2012 SOHO-2256,A.Watson,C2 C3,  
2007-06-09.86,C/2007 L05 SOHO-1321,A.Watson,C2,0.0078
2006-12-30.26,C/2006 Y17 SOHO-1252,A.Watson,C2,0.0064
