Soho#,Date/Time of Post,Discoverer,Tel,Group,Images of
3753,May30 2019 14:24:04,T.Prestgard,C2,Kreutz,May30 2019
3764,Jun07 2019 13:14:14,T.Prestgard,C2,Kreutz,Jun07 2019
3778,Jun27 2019 06:56:38,T.Prestgard,C2,Kreutz,Jun27 2019
3782,Jul02 2019 03:53:47,T.Prestgard,C2,Kreutz,Jun30 2019
3801,Jul15 2019 06:58:39,T.Prestgard,C2,Kreutz,Jul13 2019
3808,Jul29 2019 17:47:35,T.Prestgard,C3,Kreutz,Jul29 2019
3843,Oct23 2019 23:42:26,T.Prestgard,C2,Kreutz,Oct23 2019
3874,Dec02 2019 02:40:12,T.Prestgard,H1 C2,Kreutz,Dec02 2019
