PERIHELION DATE,COMET DESIGNATION,COMET DISCOVERER,TELESCOPE,PERIHELION DISTANCE,ORBIT UPDATES,Auto/Vis. Disc.
1998-01-13.26,C/1998 A1 SOHO-37,C. St. Cyr,C3,0.0054,6811,V
1997-06-30.91,C/1997 M1 SOHO-15,C. St. Cyr,C2 C3,0.0086,6692,V
1997-06-01.58,C/1997 K1 SOHO-10,C. St. Cyr,C2 C3,0.0058,6676,V
