PERIHELION DATE,COMET DESIGNATION,COMET DISCOVERER,TELESCOPE
2013,C/2013 SOHO-2550,Liwo/Xu/Sun,C2
-2011,C/2011 SOHO-2126,Liwo/Kusiak/Xu,C2 C3
