PERIHELION DATE,COMET DESIGNATION,COMET DISCOVERER,TELESCOPE,PERIHELION DISTANCE
2008-05-29.12,C/2008 K09 SOHO-1481,G.Pappa,C2,0.0046
2008-05-08.02,C/2008 J11 SOHO-1467,G.Pappa,C2, 0.0052
