PERIHELION DATE,COMET DESIGNATION,COMET DISCOVERER,TELESCOPE,PERIHELION DISTANCE,COMET GROUP
-2009,C/2009 (STEREO) STEREO-029,J.Ruan and A.Watson,HI1A,,Kreutz
-2009,C/2009 (STEREO) STEREO-030,J.Ruan and A.Watson,HI1A,,Kreutz
