PERIHELION DATE,COMET DESIGNATION,COMET DISCOVERER,TELESCOPE,PERIHELION DISTANCE
2005-01-04.21,C/2005 A2 SOHO-897,Y.-S. Tsai,C3,0.0055
2004-09-23.96,C/2004 S3 SOHO-838,Y.-S.Tsai,C3,0.0069
