Soho#,Date/Time of Post,Discoverer,Tel,Group,Images of
3337,Jun05 2017 16:49:25,S.Shurpakov,C3 C2,Kreutz,Jun05-06 2017
3416,Oct04 2017 19:11:55,S.Shurpakov,C3 C2,NonGrp,Oct04-05 2017
