PERIHELION DATE,COMET DESIGNATION,COMET DISCOVERER,TELESCOPE,PERIHELION DISTANCE,ORBIT UPDATES
2004-05-25.28,C/2004 K9 SOHO-790,V.Bezugly,C2,0.0049,8367
2006-05-31.39,C/2006 K21 SOHO-1156,V.Bezugly,C2 C3,0.0049,
2007-03-10.27,C/2007 E05 SOHO-1275,V.Bezugly,C3 HI1A,0.0051,
2007-04-22.24,C/2007 H06 SOHO-1283,V.Bezugly,C3,0.0052,
-2012,C/2012 SOHO-2257,V.Bezugly,SWAN,  ,
