ID#,Report Date,MSG#,Discoverer(s),CAMS,Group,Images of...
81,Feb07 2017 05:18PM,2484,W.Boonplod,H1A,Kreutz,Feb02 2017
84,Feb21 2017 08:55PM,2494,W.Boonplod,H1A,Kreutz,Feb16 2017
sxc1,Nov30 2019 19:44,2676,W.Boonplod,HI-1,Kreutz,Jan28 2019
