ID,Discoverer,comets
8,Prestgard T,30
12,Watson A,27
13,Xu Z,13
1,Battams K,5
9,Ruan J,5
11,Uchina M,5
2,Boonplod W,3
5,Kracht R,3
7,Matson R,3
4,Kanbi El,2
3,Ferguson S,1
6,Kusiak M,1
10,Sun P,1
