PERIHELION DATE,COMET DESIGNATION,COMET DISCOVERER,TELESCOPE,PERIHELION DISTANCE
2015,C/2015 SOHO-2882 ,H.Tan ,C3 ,
2014,C/2014 SOHO-2854 ,H.Tan ,C2 ,
2013,C/2013 SOHO-2558 ,H.Tan ,C3 ,
-2012,C/2012 SOHO-2298,H.Tan,C2,  
2009-12-17.08,C/2009 Y05 SOHO-1767,H.Tan,C2,0.0069
