6,Kracht R,25
17,Zhou B,7
8,Matson R,3
14,Su H,3
4,Hoffman T,2
13,Schmalz S,2
16,Xu Z,2
1,Battams K,1
2,Biesecker D A,1
3,Gregory S,1
5,Kida K,1
7,Liwo S,1
9,Meyer M,1
10,Oates M,1
11,Otterstedt H,1
12,Ruan J,1
15,Watson A,1
