PERIHELION DATE,COMET DESIGNATION,COMET DISCOVERER,TELESCOPE
-2011,C/2011 SOHO-2064,K.Nakonechny,C2
-2010,C/2010 SOHO-1887,K.Nakonechny,C2
-2010,C/2010 SOHO-1850,K.Nakonechny,C2
-2010,C/2010 SOHO-1819,K.Nakonechny,C2 C3
