PERIHELION DATE,COMET DESIGNATION,COMET DISCOVERER,TELESCOPE,PERIHELION DISTANCE,ORBIT UPDATES,Auto/Vis. Disc.
1996-07-28.27,C/1996 O4 SOHO-23,D. Biesecker & B. McCarty,C3,0.0070,6727,A
1996-07-22.18,C/1996 O1 SOHO-21,D. Biesecker & B. McCarty,C3,0.0061,6727,V
1996-06-18.98,C/1996 M1 SOHO-18,D. Biesecker & B. McCarty,C3,0.0053,6713,A
1996-03-25.60,C/1996 F2 SOHO-16,D. Biesecker & B. McCarty,C2 C3,0.0051,6693,A
