PERIHELION DATE,COMET DESIGNATION,COMET DISCOVERER,TELESCOPE,PERIHELION DISTANCE,ORBIT UPDATES
2012,C/2013 SOHO-2355,S.Liwo and Z.Xu,C2,,
2012,C/2012 SOHO-2259,Schmalz and Liwo,C2,,
2015,C/2015 SOHO-2886,Boonplod and Sun and Liwo,C2,,
