ID,Discoverer,comets
3,Kracht R,23
2,Hoffman T,4
5,Matson R,3
12,Zhou B,3
1,Berrett P,2
11,Xu Z,2
13,Zhou X M,2
4,Kubczak A,1
6,Scarmato T,1
7,Schmalz S,1
8,Shanklin J,1
9,Su H,1
10,Uchina M,1
