PERIHELION DATE,COMET DESIGNATION,COMET DISCOVERER,TELESCOPE,PERIHELION DISTANCE
2004-12-27.37,C/2004 Y8 SOHO-889,H.Otterstedt,C3,0.0070
2004-10-21.92,C/2004 U5 SOHO-848,H.Otterstedt,C2 C3,0.0063
