ID#,Report Date,MSG#,Discoverer(s),CAMS,Group,Images of...
100,Jan25 2018 18:30,2554,M.Uchina,HI-1,Kreutz,Jan23 2018
104,Feb11 2018 21:16,2574,M.Uchina,HI-1,Kreutz,Feb09 2018
111,Jan04 2019 00:22,2659,M.Uchina,HI-1,Kreutz,Jan01 2019
117,Feb02 2019 09:29,2666,M.Uchina,HI-1,Kreutz,Jan19-20 2019
