PERIHELION DATE,COMET DESIGNATION,COMET DISCOVERER,TELESCOPE,PERIHELION DISTANCE
2013,C/2013 SOHO-2531 ,E.Banach ,C2 ,
2013,C/2013 SOHO-2511 ,E.Banach ,C2 ,
2013,C/2013 SOHO-2502 ,E.Banach ,C2 ,
2008-12-04.02,C/2008 X09 SOHO-1578,E.Banach,C2,0.0054
2008-11-30.32,C/2008 W11 SOHO-1574,E.Banach,C2,0.0050
2008-11-26.93,C/2008 W08 SOHO-1571,E.Banach,C2,0.0051
2008-10-16.85,C/2008 U02 SOHO-1544,E.Banach,C2,0.0051
2008-04-27.63,C/2008 H06 SOHO-1459,E.Banach,C2,0.0086
