PERIHELION DATE,COMET DESIGNATION,COMET DISCOVERER,TELESCOPE,PERIHELION DISTANCE,ORBIT UPDATES
2004-08-04.71,C/2004 P2 SOHO-823,D.Evans,C3,0.0050,8398
2004-05-15.05,C/2004 J19 SOHO-788,D.Evans,C2,0.0050,8367
