PERIHELION DATE,COMET DESIGNATION,COMET DISCOVERER,TELESCOPE,PERIHELION DISTANCE,ORBIT UPDATES
2002-06-08.70,C/2002 L6 SOHO-460,D. Hanson,C2,0.0059,7922
2002-06-07.62,C/2002 L3 SOHO-457,D. Hanson,C2,0.0072,7918
