PERIHELION DATE,COMET DESIGNATION,COMET DISCOVERER,TELESCOPE,PERIHELION DISTANCE,ORBIT UPDATES,Auto/Vis. Disc.
2000-03-05.55,C/2000 E1 SOHO-107,M. Meyer & M. Boschat & T. Harincar & M. Oates,C2 C3,0.0050,7376,
2000-01-30.21,C/2000 B6 SOHO-98,M. Meyer & T. Lovejoy & M. Oates,C3,0.0052,7386,
