ID,Discoverer,comets
10,Kracht R,48
27,Xu Z,25
29,Zhou B,19
5,Boonplod W,15
24,Su H,13
3,Berrett P,12
14,Liwo S,9
26,Uchina M,9
7,Hoffman T,8
12,Kusiak M,7
25,Sun P,7
22,Schmalz S,6
19,Oates M,5
21,Ruan J,5
13,Leprette X,4
15,Matson R,4
30,Zhou X M,3
2,Battams K,2
4,Biesiada M,2
9,Kida K,2
11,Kubczak A,2
17,Meyer M,2
1,Banach E,1
6,Cernis K,1
8,Jin Z,1
16,Maysonet P,1
18,Mimeev A,1
20,Prestgard T,1
23,Stezelberger S,1
28,Yuan S,1
31,Zhu J,1
