PERIHELION DATE,COMET DESIGNATION,COMET DISCOVERER,TELESCOPE
2015,C/2015 SOHO-3063 ,Liwo/Boonplod ,C2 
2013,C/2013 SOHO-2550 ,Liwo/Xu/Sun ,C2 
-2012,C/2012 SOHO-2387,Liwo/Kida,C2 C3
-2011,C/2011 SOHO-2126,Liwo/Kusiak/Xu,C2 C3
