Soho#,Date/Time of Post,Discoverer,Tel,Group,Images of
3684,Feb10 2019 05:14:59,S.Liwo,C3,Kreutz,Feb10 2019
3698,Mar27 2019 15:40:57,S.Liwo,C3 C2,Kreutz,Mar27 2019
3700,Mar29 2019 13:44:06,S.Liwo,C2,Meyer,Mar29 2019
3706,Apr01 2019 14:40:26,S.Liwo,C3,Kreutz,Apr01 2019
XC91,Aug10 2019 16:48:01,S.Liwo,C2,Krz/NG?,Aug10 2019
3817,Aug23 2019 14:14:14,S.Liwo,C3,Kreutz,Aug23-24 2019
3818,Aug23 2019 14:16:33,S.Liwo,C3,Kreutz,Aug23 2019
