Soho#,Date/Time of Post,Discoverer,Tel,Group,Images of
3500,Feb25 2018 15:35:26,S.Liwo,H1 C3 C2,Kreutz,Feb25-26 2018
3504,Mar12 2018 12:39:26,S.Liwo,C2,Meyer,Mar12 2018
3530,May08 2018 14:22:07,S.Liwo,C2,Kreutz,May08 2018
