PERIHELION DATE,COMET DESIGNATION,COMET DISCOVERER,TELESCOPE,PERIHELION DISTANCE,ORBIT UPDATES,Auto/Vis. Disc.
2000-06-10.57,C/2000 L3 SOHO-130,M. Oates & X. Leprette & M. Boschat,C2,0.0054,7439,
2000-05-27.52,C/2000 K6 SOHO-120,M. Oates & X. Leprette & M. Boschat,C2,0.0051,7435,
