Soho#,Date/Time of Post,Discoverer,Tel,Group,Images of
3393,Aug23 2017 05:26:37,H.Tan,C3,Kreutz,Aug23 2017
3398,Aug31 2017 15:53:40,H.Tan,C3 C2,Kreutz,Aug31-Sep01 2017
3402,Sep05 2017 15:50:52,H.Tan,C3,Kreutz,Sep05 2017
3417,Oct05 2017 20:23:01,H.Tan,C3 C2,Kreutz,Oct05-06 2017
3424,Oct10 2017 13:36:12,H.Tan,C2,Kreutz,Oct10 2017
3427,Oct13 2017 01:03:12,H.Tan,C3 C2,Kreutz,Oct13 2017
3449,Nov08 2017 13:27:51,H.Tan,C2,Kreutz,Nov08 2017
3454,Nov13 2017 13:56:35,H.Tan,C2,Kreutz,Nov13 2017
