PERIHELION DATE,COMET DESIGNATION,COMET DISCOVERER,TELESCOPE,PERIHELION DISTANCE,ORBIT UPDATES
2007-10-11.69,C/2007 T09 SOHO-1367,B.Zhou&T.Hoffman&R.Matson,C2 C3,0.0049,
2007-05-31.50,C/2007 K20 SOHO-1316,B.Zhou&T.Hoffman,C2,0.0049,
