PERIHELION DATE,COMET DESIGNATION,COMET DISCOVERER,TELESCOPE,PERIHELION DISTANCE,ORBIT UPDATES,Auto/Vis. Disc.
2000-10-24.89,C/2000 U3 SOHO-210,J. Danaher,C2 C3,0.0104,7514,
2000-10-12.55,C/2000 T4 SOHO-206,J. Danaher,C2 C3,0.0051,7508,
2000-10-11.45,C/2000 T1 SOHO-204,J. Danaher,C2 C3,0.0050,7506,
2000-01-15.21,C/2000 A2 SOHO-255,J. Danaher,C3,0.0061,7562,
1998-01-26.15,C/1998 B2 SOHO-254,J. Danaher,C2 C3,0.0049,7558,V
1997-01-22.71,C/1997 B3 SOHO-258,J. Danaher,C3,0.0071,7560,V
