PERIHELION DATE,COMET DESIGNATION,COMET DISCOVERER,TELESCOPE
2001-02 ,C/2001 SOHO-1905,J .Ruan,C3
2001-02 ,C/2001 SOHO-1904,J .Ruan,C3
