PERIHELION DATE,COMET DESIGNATION,COMET DISCOVERER,TELESCOPE
-2012,C/2012 SOHO-2287,S.Mulye,C2 C3
-2012,C/2012 SOHO-2335,S.Mulye,C3
2013,C/2013 SOHO-2641 ,S.Mulye ,C2 
2013,C/2013 SOHO-2649 ,S.Mulye ,C2 C3 
