Soho#,Date/Time of Post,Discoverer,Tel,Group,Images of
3190,Aug17 2016 12:11:20,P.Sun,C3,Kreutz,Aug17 2016
3200,Sep15 2016 04:46:06,P.Sun,C3 C2,Kreutz,Sep14-15 2016
3201,Sep18 2016 06:10:21,P.Sun,C3 C2,Kreutz,Sep18-19 2016
3240,Nov28 2016 04:59:34,P.Sun,C2,Kreutz,Nov28 2016
3242,Nov30 2016 11:22:37,P.Sun,C2,Kreutz,Nov30 2016
3244,Dec02 2016 14:08:10,P.Sun,C2,Kreutz,Dec02 2016
3249,Dec09 2016 13:36:51,P.Sun,C3,Kreutz,Dec09 2016
3252,Dec16 2016 04:47:18,P.Sun,C2,Kreutz,Dec16 2016
3253,Dec25 2016 13:43:35,P.Sun,C2,Kreutz,Dec25 2016
